Date,Time,Session duration,Entry URL,Exit URL,Referrer:,Clarity user ID,Browser,Device,OS,Country,Page count,Session clicks,Favorite,Recording link
11/12/2024,6:22 PM,0:06,https://hoperiddle.s2-tastewp.com/,https://hoperiddle.s2-tastewp.com/,https://hoperiddle.s2-tastewp.com/recipes/,1ij6mn1,MobileSafari,Mobile,iOS,Romania,1,0,FALSE,https://clarity.microsoft.com/player/ovyg4f84dj/1ij6mn1/563d6u/?ss=1731428571000&sd=6
11/12/2024,6:22 PM,0:03,https://hoperiddle.s2-tastewp.com/recipes/,https://hoperiddle.s2-tastewp.com/recipes/,https://hoperiddle.s2-tastewp.com/about/,1ij6mn1,MobileSafari,Mobile,iOS,Romania,1,1,FALSE,https://clarity.microsoft.com/player/ovyg4f84dj/1ij6mn1/efcbmo/?ss=1731428563000&sd=3
11/12/2024,5:59 PM,0:21,https://hoperiddle.s2-tastewp.com/recipes/,https://hoperiddle.s2-tastewp.com/about/,https://hoperiddle.s2-tastewp.com/,54lv7c,Safari,PC,MacOS,Romania,3,3,FALSE,https://clarity.microsoft.com/player/ovyg4f84dj/54lv7c/10d7t6i/?ss=1731427163000&sd=21
11/12/2024,2:51 PM,28:44:00,https://hoperiddle.s2-tastewp.com/about/,https://hoperiddle.s2-tastewp.com/recipes/,,1ij6mn1,MobileSafari,Mobile,iOS,Romania,3,3,FALSE,https://clarity.microsoft.com/player/ovyg4f84dj/1ij6mn1/vikghz/?ss=1731415913000&sd=1724
11/12/2024,2:47 PM,2:14,https://hoperiddle.s2-tastewp.com/about/,https://hoperiddle.s2-tastewp.com/about/,https://hoperiddle.s2-tastewp.com/,11e0f3i,MobileSafari,Mobile,iOS,Romania,1,0,FALSE,https://clarity.microsoft.com/player/ovyg4f84dj/11e0f3i/83w3mk/?ss=1731415629000&sd=134
11/12/2024,2:46 PM,26:23:00,https://hoperiddle.s2-tastewp.com/,https://hoperiddle.s2-tastewp.com/,,zoop35,Chrome,PC,Windows,Romania,17,18,FALSE,https://clarity.microsoft.com/player/ovyg4f84dj/zoop35/ymkghj/?ss=1731415602000&sd=1583
11/12/2024,1:48 PM,6:31,https://hoperiddle.s2-tastewp.com/,https://hoperiddle.s2-tastewp.com/,,wvoybd,Chrome,PC,Windows,Romania,1,0,FALSE,https://clarity.microsoft.com/player/ovyg4f84dj/wvoybd/1g2blbm/?ss=1731412125000&sd=391
11/11/2024,7:34 PM,2:55,https://hoperiddle.s2-tastewp.com/2024/11/03/greek-salad/,https://hoperiddle.s2-tastewp.com/2024/11/03/greek-salad/,https://hoperiddle.s2-tastewp.com/,54lv7c,Safari,PC,MacOS,Romania,5,4,FALSE,https://clarity.microsoft.com/player/ovyg4f84dj/54lv7c/88hoph/?ss=1731346446000&sd=175
11/11/2024,7:26 PM,28:31:00,https://hoperiddle.s2-tastewp.com/?fbclid=IwZXh0bgNhZW0CMTEAAR1UEe7PCMKVWLeCNFN7lm4mAvbnXaMQufy1RS5YakOzlESWKxvP5iPUoKc_aem_DT9OrtZVU97NxMAJYRebOw,https://hoperiddle.s2-tastewp.com/?fbclid=IwZXh0bgNhZW0CMTEAAR1UEe7PCMKVWLeCNFN7lm4mAvbnXaMQufy1RS5YakOzlESWKxvP5iPUoKc_aem_DT9OrtZVU97NxMAJYRebOw,,phsoft,Unknown,Mobile,iOS,Romania,1,0,FALSE,https://clarity.microsoft.com/player/ovyg4f84dj/phsoft/1io1gy/?ss=1731345964000&sd=1711
11/11/2024,6:19 PM,15:24,https://hoperiddle.s2-tastewp.com/,https://hoperiddle.s2-tastewp.com/recipes/,,wvoybd,Chrome,PC,Windows,Romania,7,9,FALSE,https://clarity.microsoft.com/player/ovyg4f84dj/wvoybd/ljnoba/?ss=1731341976000&sd=924
11/11/2024,6:16 PM,3:22,https://hoperiddle.s2-tastewp.com/,https://hoperiddle.s2-tastewp.com/,https://hoperiddle.s2-tastewp.com/wp-admin/upload.php,54lv7c,Safari,PC,MacOS,Romania,5,4,FALSE,https://clarity.microsoft.com/player/ovyg4f84dj/54lv7c/10jzi1o/?ss=1731341801000&sd=202
11/11/2024,4:32 PM,0:01,https://hoperiddle.s2-tastewp.com/,https://hoperiddle.s2-tastewp.com/,https://hoperiddle.s2-tastewp.com/recipes/,zoop35,Chrome,PC,Windows,Romania,1,0,FALSE,https://clarity.microsoft.com/player/ovyg4f84dj/zoop35/g2jdhv/?ss=1731335551000&sd=1
11/11/2024,2:41 PM,1:09,https://hoperiddle.s2-tastewp.com/,https://hoperiddle.s2-tastewp.com/about/,,1gowl5d,Unknown,Mobile,iOS,Romania,3,18,FALSE,https://clarity.microsoft.com/player/ovyg4f84dj/1gowl5d/6dniwa/?ss=1731328888000&sd=69
11/11/2024,12:53 PM,3:23,https://hoperiddle.s2-tastewp.com/,https://hoperiddle.s2-tastewp.com/,,wvoybd,Chrome,PC,Windows,Romania,1,1,FALSE,https://clarity.microsoft.com/player/ovyg4f84dj/wvoybd/1lq563f/?ss=1731322386000&sd=203
11/10/2024,2:57 PM,2:25,https://hoperiddle.s2-tastewp.com/recipes/,https://hoperiddle.s2-tastewp.com/,https://hoperiddle.s2-tastewp.com/,11e0f3i,MobileSafari,Mobile,iOS,Romania,2,0,FALSE,https://clarity.microsoft.com/player/ovyg4f84dj/11e0f3i/pgumb/?ss=1731243458000&sd=145
11/10/2024,2:01 PM,0:30,https://hoperiddle.s2-tastewp.com/?fbclid=PAZXh0bgNhZW0CMTEAAabkflp1bWkyBiJ5Oo3R3Qe1zGdbb4N9raZ1E6U8HmJuWtyl0BCbhdpt7Qw_aem_ySjCBVY5EMSg_uk9P6yRaw,https://hoperiddle.s2-tastewp.com/?fbclid=PAZXh0bgNhZW0CMTEAAabkflp1bWkyBiJ5Oo3R3Qe1zGdbb4N9raZ1E6U8HmJuWtyl0BCbhdpt7Qw_aem_ySjCBVY5EMSg_uk9P6yRaw,https://l.instagram.com/,i0osdf,Unknown,Mobile,iOS,Romania,1,0,FALSE,https://clarity.microsoft.com/player/ovyg4f84dj/i0osdf/tvedav/?ss=1731240079000&sd=30
11/10/2024,1:14 PM,53:38:00,https://hoperiddle.s2-tastewp.com/,https://hoperiddle.s2-tastewp.com/recipes/,https://hoperiddle.s2-tastewp.com/wp-admin/edit.php,11e0f3i,MobileSafari,Mobile,iOS,Romania,7,8,FALSE,https://clarity.microsoft.com/player/ovyg4f84dj/11e0f3i/1is7y86/?ss=1731237248000&sd=3218
11/10/2024,12:33 PM,0:09,https://hoperiddle.s2-tastewp.com/,https://hoperiddle.s2-tastewp.com/,,64x6wm,ChromeMobile,Mobile,Android,United States,1,0,FALSE,https://clarity.microsoft.com/player/ovyg4f84dj/64x6wm/1xpyfop/?ss=1731234798000&sd=9
11/10/2024,12:24 PM,1:56:32,https://hoperiddle.s2-tastewp.com/contact-proba/,https://hoperiddle.s2-tastewp.com/contact-proba/,https://hoperiddle.s2-tastewp.com/wp-admin/post.php?post=141&action=edit,wvoybd,Chrome,PC,Windows,Romania,71,52,FALSE,https://clarity.microsoft.com/player/ovyg4f84dj/wvoybd/1h1xxx0/?ss=1731234246000&sd=6992
11/9/2024,9:39 PM,1:09,https://hoperiddle.s2-tastewp.com/?fbclid=PAZXh0bgNhZW0CMTEAAaZy1vTOPo4N31B_hwG_Fd0JmdTQlYXicxT2POv2vA-5nV50jX9giuw3_O0_aem_uLHE6EK4-X4JTc3PutnIjA,https://hoperiddle.s2-tastewp.com/about/,https://l.instagram.com/,28h3ej,Unknown,Mobile,iOS,Romania,2,2,FALSE,https://clarity.microsoft.com/player/ovyg4f84dj/28h3ej/au7dlp/?ss=1731181198000&sd=69
11/9/2024,7:19 PM,0:09,https://hoperiddle.s2-tastewp.com/,https://hoperiddle.s2-tastewp.com/,,6jjdg8,Chrome,PC,MacOS,United States,1,0,FALSE,https://clarity.microsoft.com/player/ovyg4f84dj/6jjdg8/5pdsu3/?ss=1731172766000&sd=9
11/9/2024,7:01 PM,0:01,https://hoperiddle.s2-tastewp.com/about/,https://hoperiddle.s2-tastewp.com/about/,https://hoperiddle.s2-tastewp.com/contact-us/,1ij6mn1,MobileSafari,Mobile,iOS,Romania,1,2,FALSE,https://clarity.microsoft.com/player/ovyg4f84dj/1ij6mn1/17b298o/?ss=1731171711000&sd=1
